,Transaction ID,Sender Address,Receiver Address,Amount Transferred,Timestamp,Transaction Type,Fraudulent Label,Suspicious Transaction Flags,Block Hash,Block Number,Mining Pool Information,Account Creation Date,Account Activity Level,Account Age,Account Balance,Account Reputation Score,Transaction Volume,Transaction Frequency,Number of Distinct Counterparties,Time Between Transactions,Number of Transactions per Day,Pattern Consistency,Shared IP Address,Device Information,Account Linking,Geographical Location,Device Fingerprinting
488,TX000489,ACC000274,ACC000176,67.93,2025-02-27 01:30:59.346487,Smart Contract Interaction,1,1,BLOCK000489,413735,PoolB,2024-10-19 19:16:59.359776,Medium,84,7752.57,14,2423.69,11,30,6.2366924628502485,9,0,145.188.26.63,DeviceC,1,US,Fingerprint_273
489,TX000490,ACC000302,ACC000022,9.53,2025-02-26 22:54:59.346487,Regular Transfer,1,1,BLOCK000490,398357,PoolA,2025-01-26 19:16:59.359776,High,258,6958.06,16,8417.2,34,29,3.583703296114028,9,1,84.172.81.167,DeviceB,0,US,Fingerprint_301
490,TX000491,ACC000111,ACC000436,96.28,2025-02-27 01:22:59.346487,Smart Contract Interaction,0,1,BLOCK000491,799318,PoolB,2024-08-11 19:16:59.359776,Low,343,2240.14,94,1267.84,33,30,21.84124225208217,5,1,190.74.164.177,DeviceD,1,US,Fingerprint_110
491,TX000492,ACC000110,ACC000177,78.57,2025-02-27 07:44:59.346487,Smart Contract Interaction,0,1,BLOCK000492,922911,PoolB,2024-07-27 19:16:59.359776,Medium,237,1027.44,25,3481.56,89,4,22.101737197223194,2,1,233.241.83.191,DeviceA,1,Oceania,Fingerprint_109
492,TX000493,ACC000218,ACC000500,91.88,2025-02-27 04:27:59.346487,Smart Contract Interaction,1,0,BLOCK000493,954672,PoolB,2024-11-03 19:16:59.359776,Medium,59,1091.85,72,9188.15,52,45,10.832461969488554,2,1,226.76.196.194,DeviceD,1,Oceania,Fingerprint_217
493,TX000494,ACC000015,ACC000138,99.25,2025-02-26 19:49:59.346487,Smart Contract Interaction,1,0,BLOCK000494,849579,PoolB,2024-11-07 19:16:59.358697,High,312,5875.79,45,3241.61,25,39,17.308906304137924,8,1,166.206.237.237,DeviceA,0,US,Fingerprint_14
494,TX000495,ACC000169,ACC000491,86.71,2025-02-27 14:41:59.346487,Smart Contract Interaction,1,0,BLOCK000495,700588,PoolA,2024-06-03 19:16:59.359776,Low,208,8139.95,42,2399.41,78,30,5.4526966058627595,8,0,243.244.245.109,DeviceC,1,EU,Fingerprint_168
495,TX000496,ACC000340,ACC000474,12.7,2025-02-27 07:34:59.346487,Smart Contract Interaction,0,1,BLOCK000496,805097,PoolD,2024-06-23 19:16:59.359776,Low,79,4868.25,34,728.3,66,48,21.544601315611374,4,0,145.170.9.208,DeviceB,1,Oceania,Fingerprint_339
496,TX000497,ACC000203,ACC000038,86.61,2025-02-27 02:32:59.346487,Regular Transfer,0,0,BLOCK000497,246770,PoolC,2024-11-26 19:16:59.359776,Low,102,2120.66,25,1771.64,84,20,18.54199071670952,4,0,27.21.35.142,DeviceD,0,Asia,Fingerprint_202
497,TX000498,ACC000083,ACC000319,24.98,2025-02-27 07:00:59.346487,Regular Transfer,0,1,BLOCK000498,849051,PoolB,2024-03-04 19:16:59.358697,High,161,5757.59,4,3353.98,98,24,18.05169082178317,4,1,105.102.152.109,DeviceC,1,EU,Fingerprint_82
498,TX000499,ACC000234,ACC000182,71.14,2025-02-27 12:50:59.346487,Regular Transfer,0,1,BLOCK000499,496011,PoolA,2024-08-08 19:16:59.359776,Low,216,6916.84,92,3419.84,36,2,9.971449351455435,10,1,117.46.81.47,DeviceC,0,Asia,Fingerprint_233
499,TX000500,ACC000064,ACC000401,82.85,2025-02-27 13:38:59.346487,Regular Transfer,0,0,BLOCK000500,644909,PoolA,2024-12-21 19:16:59.358697,Low,132,6713.45,86,6527.2,12,44,12.131963764384931,3,1,175.35.252.205,DeviceC,1,EU,Fingerprint_63
500,TX000501,ACC000312,ACC000340,76.15,2025-02-27 05:29:59.346487,Smart Contract Interaction,0,1,BLOCK000501,873337,PoolB,2024-08-12 19:16:59.359776,Low,196,9123.9,37,3299.6,99,37,19.808382670342123,2,0,149.36.145.70,DeviceA,1,Asia,Fingerprint_311
501,TX000502,ACC000014,ACC000477,67.63,2025-02-27 18:36:59.346487,Regular Transfer,0,1,BLOCK000502,359662,PoolC,2024-02-29 19:16:59.358697,Low,265,7931.53,19,4459.06,2,40,11.539566477250247,10,1,180.209.238.236,DeviceB,1,EU,Fingerprint_13
502,TX000503,ACC000198,ACC000072,48.95,2025-02-27 11:28:59.346487,Smart Contract Interaction,1,1,BLOCK000503,210338,PoolD,2024-11-20 19:16:59.359776,Low,293,5308.85,3,2393.58,41,28,17.714321644160687,2,1,130.253.232.141,DeviceC,1,EU,Fingerprint_197
503,TX000504,ACC000283,ACC000304,57.75,2025-02-27 11:36:59.346487,Smart Contract Interaction,1,0,BLOCK000504,443772,PoolA,2024-11-10 19:16:59.359776,Medium,325,4587.51,7,6337.27,95,17,10.828611367308225,8,0,33.83.19.135,DeviceC,0,Africa,Fingerprint_282
504,TX000505,ACC000014,ACC000391,26.88,2025-02-27 14:47:59.346487,Regular Transfer,1,1,BLOCK000505,641538,PoolC,2024-02-29 19:16:59.358697,Low,265,7931.53,19,4459.06,2,40,11.539566477250247,10,1,180.209.238.236,DeviceB,1,EU,Fingerprint_13
505,TX000506,ACC000322,ACC000018,41.43,2025-02-27 12:03:59.346487,Regular Transfer,1,1,BLOCK000506,710658,PoolD,2024-05-20 19:16:59.359776,Low,203,1905.73,32,551.72,20,16,18.007548070436687,7,0,37.144.170.163,DeviceC,0,Oceania,Fingerprint_321
506,TX000507,ACC000068,ACC000034,45.2,2025-02-27 18:31:59.346487,Regular Transfer,0,1,BLOCK000507,301908,PoolD,2024-07-17 19:16:59.358697,Medium,64,4352.06,29,5697.48,22,42,6.170979046181517,3,0,28.12.26.115,DeviceC,0,US,Fingerprint_67
507,TX000508,ACC000231,ACC000390,63.37,2025-02-26 23:08:59.346487,Smart Contract Interaction,0,0,BLOCK000508,962813,PoolA,2024-11-02 19:16:59.359776,High,19,3928.85,61,2302.17,23,1,22.89704341691779,6,0,137.187.133.245,DeviceA,1,Africa,Fingerprint_230
508,TX000509,ACC000026,ACC000184,88.01,2025-02-27 02:02:59.346487,Regular Transfer,1,0,BLOCK000509,916368,PoolD,2024-11-02 19:16:59.358697,Medium,21,1997.21,97,2423.5,33,20,13.00092375005707,9,1,30.180.54.34,DeviceD,1,US,Fingerprint_25
509,TX000510,ACC000190,ACC000192,9.32,2025-02-27 13:29:59.346487,Regular Transfer,1,1,BLOCK000510,478816,PoolC,2024-12-30 19:16:59.359776,Low,244,1020.64,7,2949.65,11,2,10.588910772907457,5,0,71.151.97.185,DeviceA,1,US,Fingerprint_189
510,TX000511,ACC000106,ACC000284,51.57,2025-02-27 15:03:59.346487,Smart Contract Interaction,1,1,BLOCK000511,576378,PoolD,2024-12-26 19:16:59.359776,High,205,6410.97,56,6773.64,56,40,7.11255679797709,6,1,136.12.139.96,DeviceA,0,US,Fingerprint_105
511,TX000512,ACC000164,ACC000303,27.83,2025-02-27 06:45:59.346487,Smart Contract Interaction,1,1,BLOCK000512,202747,PoolC,2024-06-28 19:16:59.359776,Low,91,6704.99,63,3272.33,8,40,3.1750634557142288,5,0,118.103.75.153,DeviceB,0,EU,Fingerprint_163
512,TX000513,ACC000381,ACC000340,93.63,2025-02-26 21:03:59.346487,Regular Transfer,1,1,BLOCK000513,253672,PoolC,2025-01-19 19:16:59.359776,Low,166,2500.2,49,1046.01,60,42,4.746308925762372,2,1,208.11.13.145,DeviceD,0,EU,Fingerprint_380
513,TX000514,ACC000190,ACC000475,36.91,2025-02-27 17:59:59.346487,Smart Contract Interaction,0,1,BLOCK000514,846209,PoolD,2024-12-30 19:16:59.359776,Low,244,1020.64,7,2949.65,11,2,10.588910772907457,5,0,71.151.97.185,DeviceA,1,US,Fingerprint_189
514,TX000515,ACC000377,ACC000187,95.03,2025-02-27 06:27:59.346487,Smart Contract Interaction,0,1,BLOCK000515,546370,PoolC,2024-09-10 19:16:59.359776,High,322,8759.32,4,299.53,24,35,23.292606964910224,4,1,54.28.153.70,DeviceD,1,Asia,Fingerprint_376
515,TX000516,ACC000416,ACC000382,32.74,2025-02-26 21:24:59.346487,Smart Contract Interaction,1,1,BLOCK000516,968679,PoolB,2024-10-12 19:16:59.359776,Medium,141,6700.79,96,1523.34,52,2,1.2133007864863492,10,0,234.148.104.211,DeviceA,1,US,Fingerprint_415
516,TX000517,ACC000127,ACC000287,0.26,2025-02-27 10:32:59.346487,Smart Contract Interaction,0,0,BLOCK000517,532068,PoolC,2024-05-23 19:16:59.359776,Low,169,430.76,99,8355.2,28,50,14.555645010954594,7,1,155.107.49.97,DeviceB,1,EU,Fingerprint_126
517,TX000518,ACC000041,ACC000265,77.42,2025-02-27 01:00:59.346487,Regular Transfer,1,0,BLOCK000518,185927,PoolD,2024-08-01 19:16:59.358697,High,74,8090.4,99,9753.48,73,17,20.760395399013262,9,1,230.199.98.141,DeviceC,1,EU,Fingerprint_40
518,TX000519,ACC000010,ACC000200,73.28,2025-02-26 21:59:59.346487,Smart Contract Interaction,0,0,BLOCK000519,196729,PoolB,2025-01-08 19:16:59.358697,Medium,335,8460.36,65,2403.46,72,24,12.09959310913052,3,0,185.33.134.163,DeviceA,0,Oceania,Fingerprint_9
519,TX000520,ACC000270,ACC000325,73.1,2025-02-27 17:36:59.346487,Regular Transfer,1,0,BLOCK000520,165214,PoolD,2025-01-24 19:16:59.359776,Medium,192,2906.59,89,484.25,28,21,18.7721687201733,2,1,84.5.51.74,DeviceB,0,Africa,Fingerprint_269
520,TX000521,ACC000500,ACC000125,45.85,2025-02-26 22:59:59.346487,Regular Transfer,0,1,BLOCK000521,545526,PoolB,2024-05-11 19:16:59.359776,Low,179,91.2,8,4640.08,86,10,17.937437515678713,1,0,200.129.63.2,DeviceB,1,US,Fingerprint_499
521,TX000522,ACC000175,ACC000057,66.42,2025-02-27 17:37:59.346487,Regular Transfer,0,1,BLOCK000522,236381,PoolB,2024-10-03 19:16:59.359776,Low,269,6552.89,90,9287.63,96,10,11.853139686339299,4,1,164.202.14.98,DeviceA,1,US,Fingerprint_174
522,TX000523,ACC000326,ACC000368,35.83,2025-02-26 20:40:59.346487,Regular Transfer,1,0,BLOCK000523,599387,PoolC,2024-05-17 19:16:59.359776,High,260,1229.61,90,5406.53,90,25,7.757717111305451,10,0,98.176.33.25,DeviceC,1,EU,Fingerprint_325
523,TX000524,ACC000391,ACC000250,6.34,2025-02-27 15:34:59.346487,Smart Contract Interaction,0,1,BLOCK000524,325217,PoolC,2024-10-02 19:16:59.359776,Medium,15,960.42,49,1086.82,89,13,11.993515945013943,4,0,244.21.240.184,DeviceD,0,Africa,Fingerprint_390
524,TX000525,ACC000326,ACC000194,53.45,2025-02-26 20:57:59.346487,Smart Contract Interaction,1,1,BLOCK000525,567836,PoolB,2024-05-17 19:16:59.359776,High,260,1229.61,90,5406.53,90,25,7.757717111305451,10,0,98.176.33.25,DeviceC,1,EU,Fingerprint_325
525,TX000526,ACC000378,ACC000281,21.79,2025-02-27 18:35:59.346487,Regular Transfer,0,0,BLOCK000526,181865,PoolC,2024-10-22 19:16:59.359776,High,134,8043.8,34,7452.25,46,22,12.654176622670246,9,1,132.194.78.143,DeviceD,0,EU,Fingerprint_377
526,TX000527,ACC000475,ACC000131,42.97,2025-02-27 17:37:59.346487,Smart Contract Interaction,0,1,BLOCK000527,487233,PoolA,2024-04-17 19:16:59.359776,Medium,63,2003.51,72,5681.72,86,50,20.115055140817724,5,0,45.75.226.36,DeviceB,1,Oceania,Fingerprint_474
527,TX000528,ACC000100,ACC000131,21.19,2025-02-26 19:43:59.346487,Smart Contract Interaction,1,1,BLOCK000528,809699,PoolC,2024-09-12 19:16:59.359776,High,80,7746.13,73,2374.66,28,22,22.5356690657777,5,1,139.138.11.245,DeviceD,0,EU,Fingerprint_99
528,TX000529,ACC000011,ACC000224,26.86,2025-02-27 15:18:59.346487,Smart Contract Interaction,1,1,BLOCK000529,651818,PoolD,2024-11-24 19:16:59.358697,Low,73,7173.96,8,6580.55,29,22,7.083677196755193,7,0,230.183.245.189,DeviceD,0,Africa,Fingerprint_10
529,TX000530,ACC000077,ACC000499,82.84,2025-02-27 05:02:59.346487,Smart Contract Interaction,1,1,BLOCK000530,522317,PoolA,2024-04-29 19:16:59.358697,Medium,349,6014.31,53,6626.06,55,48,15.688641360736984,9,0,144.136.191.198,DeviceB,1,US,Fingerprint_76
530,TX000531,ACC000064,ACC000143,33.78,2025-02-27 04:06:59.346487,Smart Contract Interaction,1,1,BLOCK000531,716813,PoolC,2024-12-21 19:16:59.358697,Low,132,6713.45,86,6527.2,12,44,12.131963764384931,3,1,175.35.252.205,DeviceC,1,EU,Fingerprint_63
531,TX000532,ACC000335,ACC000459,57.8,2025-02-27 06:17:59.346487,Smart Contract Interaction,1,0,BLOCK000532,686120,PoolD,2024-05-17 19:16:59.359776,High,3,6809.23,70,3853.96,65,19,13.244378324809121,5,0,184.175.190.172,DeviceB,0,EU,Fingerprint_334
532,TX000533,ACC000282,ACC000246,56.62,2025-02-27 15:02:59.346487,Smart Contract Interaction,1,0,BLOCK000533,644153,PoolB,2025-01-25 19:16:59.359776,High,224,2535.37,55,4953.2,97,25,15.771525445937481,10,0,218.130.107.0,DeviceB,1,US,Fingerprint_281
533,TX000534,ACC000109,ACC000062,48.54,2025-02-27 00:35:59.346487,Regular Transfer,1,0,BLOCK000534,916656,PoolC,2024-12-14 19:16:59.359776,Low,199,9377.04,28,7978.97,63,28,17.866756797626053,1,1,146.186.45.188,DeviceA,1,Asia,Fingerprint_108
534,TX000535,ACC000350,ACC000427,34.38,2025-02-27 10:38:59.346487,Smart Contract Interaction,0,0,BLOCK000535,513959,PoolD,2024-09-24 19:16:59.359776,Medium,285,8341.1,79,3801.41,85,21,3.928441468043279,8,0,199.168.90.102,DeviceD,1,Africa,Fingerprint_349
535,TX000536,ACC000384,ACC000227,68.26,2025-02-27 03:04:59.346487,Regular Transfer,0,1,BLOCK000536,376502,PoolC,2024-12-13 19:16:59.359776,High,48,3049.96,7,8331.57,97,7,18.03476601773138,9,1,135.170.162.63,DeviceA,0,Oceania,Fingerprint_383
536,TX000537,ACC000084,ACC000450,4.85,2025-02-26 19:18:59.346487,Smart Contract Interaction,1,0,BLOCK000537,712686,PoolA,2024-10-22 19:16:59.358697,High,192,46.47,95,8010.16,16,50,9.36188762096773,9,1,155.184.237.27,DeviceC,1,US,Fingerprint_83
537,TX000538,ACC000304,ACC000223,9.97,2025-02-27 14:02:59.346487,Regular Transfer,0,0,BLOCK000538,623058,PoolB,2024-10-19 19:16:59.359776,High,17,2063.08,23,6050.48,57,30,12.810508314258492,9,1,42.4.76.219,DeviceC,1,US,Fingerprint_303
538,TX000539,ACC000374,ACC000044,78.39,2025-02-27 12:15:59.346487,Regular Transfer,0,1,BLOCK000539,767377,PoolB,2024-11-22 19:16:59.359776,High,324,5970.39,14,5094.65,44,26,18.732625929650755,2,0,69.242.253.174,DeviceA,0,Asia,Fingerprint_373
539,TX000540,ACC000058,ACC000341,45.96,2025-02-26 19:32:59.346487,Smart Contract Interaction,1,0,BLOCK000540,543990,PoolA,2024-04-01 19:16:59.358697,Medium,37,2121.75,20,9405.4,61,11,13.036760640221381,5,1,165.202.91.167,DeviceD,1,Oceania,Fingerprint_57
540,TX000541,ACC000410,ACC000423,12.43,2025-02-26 19:51:59.346487,Smart Contract Interaction,1,1,BLOCK000541,561457,PoolA,2025-01-04 19:16:59.359776,High,275,6208.9,96,346.43,14,37,23.17739271609836,8,1,166.210.193.140,DeviceB,0,Africa,Fingerprint_409
541,TX000542,ACC000483,ACC000160,85.77,2025-02-26 21:45:59.346487,Smart Contract Interaction,1,0,BLOCK000542,822487,PoolA,2024-05-26 19:16:59.359776,High,79,7998.55,56,4773.89,17,47,17.49716555541967,6,1,194.58.148.149,DeviceD,0,Africa,Fingerprint_482
542,TX000543,ACC000055,ACC000174,44.13,2025-02-27 18:56:59.346487,Smart Contract Interaction,0,0,BLOCK000543,613321,PoolD,2024-03-26 19:16:59.358697,High,187,2326.49,5,7446.23,95,42,15.808584955224152,5,1,165.8.63.26,DeviceD,1,Oceania,Fingerprint_54
543,TX000544,ACC000013,ACC000033,0.08,2025-02-27 08:59:59.346487,Smart Contract Interaction,1,1,BLOCK000544,867260,PoolC,2024-10-15 19:16:59.358697,Low,257,1028.95,83,5116.52,81,1,16.955469315525885,1,1,97.116.87.21,DeviceB,0,US,Fingerprint_12
544,TX000545,ACC000156,ACC000272,95.8,2025-02-27 04:54:59.346487,Regular Transfer,0,0,BLOCK000545,537174,PoolD,2024-07-19 19:16:59.359776,Low,28,8355.42,72,5936.63,62,10,5.190146477627382,5,0,188.54.214.242,DeviceC,0,Africa,Fingerprint_155
545,TX000546,ACC000339,ACC000446,20.24,2025-02-26 20:40:59.346487,Smart Contract Interaction,0,1,BLOCK000546,963829,PoolC,2024-08-06 19:16:59.359776,High,14,1626.07,67,7683.53,12,50,22.28320058552058,4,1,232.148.233.22,DeviceC,1,US,Fingerprint_338
546,TX000547,ACC000480,ACC000426,68.86,2025-02-27 15:49:59.346487,Smart Contract Interaction,0,1,BLOCK000547,270753,PoolB,2024-11-29 19:16:59.359776,High,12,3673.39,56,9524.75,98,2,4.279697218445629,7,0,41.42.97.246,DeviceA,1,US,Fingerprint_479
547,TX000548,ACC000199,ACC000356,13.2,2025-02-26 20:39:59.346487,Smart Contract Interaction,0,1,BLOCK000548,251357,PoolB,2024-05-28 19:16:59.359776,Low,200,3519.57,4,2858.42,13,8,20.072319672554137,8,1,215.101.136.26,DeviceD,0,Asia,Fingerprint_198
548,TX000549,ACC000358,ACC000464,65.0,2025-02-27 01:30:59.346487,Regular Transfer,0,1,BLOCK000549,630354,PoolC,2024-09-16 19:16:59.359776,Low,220,9536.85,39,5064.84,48,49,23.793083423635306,3,1,33.138.91.58,DeviceA,1,US,Fingerprint_357
549,TX000550,ACC000038,ACC000319,15.91,2025-02-27 10:03:59.346487,Regular Transfer,0,0,BLOCK000550,233299,PoolD,2024-05-22 19:16:59.358697,Low,255,5304.98,73,344.48,36,44,19.519569001994267,8,1,240.9.160.48,DeviceC,1,US,Fingerprint_37
550,TX000551,ACC000346,ACC000397,93.27,2025-02-26 22:00:59.346487,Smart Contract Interaction,1,1,BLOCK000551,608312,PoolC,2024-09-06 19:16:59.359776,Low,88,1234.36,6,4015.71,34,14,3.320619334304057,5,0,122.203.1.220,DeviceC,0,US,Fingerprint_345
551,TX000552,ACC000314,ACC000255,27.41,2025-02-26 22:35:59.346487,Smart Contract Interaction,1,0,BLOCK000552,845695,PoolD,2024-11-07 19:16:59.359776,Medium,101,8760.93,77,4171.17,67,27,21.4551830608579,7,0,49.254.114.145,DeviceD,1,Africa,Fingerprint_313
552,TX000553,ACC000051,ACC000061,65.46,2025-02-26 19:20:59.346487,Smart Contract Interaction,0,1,BLOCK000553,579946,PoolC,2024-11-17 19:16:59.358697,Low,83,7168.03,74,1151.7,99,23,12.886813084292609,8,0,238.75.228.195,DeviceC,1,Africa,Fingerprint_50
553,TX000554,ACC000387,ACC000101,25.05,2025-02-27 14:35:59.346487,Regular Transfer,0,1,BLOCK000554,235670,PoolB,2024-07-04 19:16:59.359776,Low,6,4611.54,49,4309.01,79,42,10.547940950040267,10,1,152.152.51.206,DeviceC,0,US,Fingerprint_386
554,TX000555,ACC000426,ACC000070,37.19,2025-02-27 04:58:59.346487,Regular Transfer,0,1,BLOCK000555,838747,PoolA,2024-07-26 19:16:59.359776,High,306,8219.4,96,5281.72,26,24,19.934766207800074,5,1,139.158.206.10,DeviceB,0,EU,Fingerprint_425
555,TX000556,ACC000301,ACC000396,90.38,2025-02-27 15:41:59.346487,Regular Transfer,1,1,BLOCK000556,638113,PoolD,2024-06-20 19:16:59.359776,Medium,228,5775.84,7,8833.5,38,21,13.840684808444447,9,0,220.120.146.124,DeviceB,1,EU,Fingerprint_300
556,TX000557,ACC000061,ACC000014,16.56,2025-02-27 01:48:59.346487,Smart Contract Interaction,1,0,BLOCK000557,654844,PoolB,2024-11-24 19:16:59.358697,High,236,7162.66,85,6604.89,1,37,15.912659577204137,9,1,34.71.77.52,DeviceA,1,Africa,Fingerprint_60
557,TX000558,ACC000492,ACC000278,39.64,2025-02-26 22:10:59.346487,Regular Transfer,1,1,BLOCK000558,223792,PoolA,2024-09-02 19:16:59.359776,Low,43,6504.22,52,3245.11,94,46,14.588047131583759,1,1,193.62.120.211,DeviceA,0,Oceania,Fingerprint_491
558,TX000559,ACC000392,ACC000185,30.56,2025-02-27 15:14:59.346487,Smart Contract Interaction,0,0,BLOCK000559,828205,PoolC,2024-10-07 19:16:59.359776,Medium,317,5265.71,56,9695.7,56,41,12.700910870550752,8,0,207.54.135.81,DeviceD,0,Africa,Fingerprint_391
559,TX000560,ACC000174,ACC000402,69.95,2025-02-27 09:37:59.346487,Smart Contract Interaction,1,0,BLOCK000560,322971,PoolD,2024-05-07 19:16:59.359776,Medium,215,7085.12,49,5131.46,61,3,18.627671898895418,5,1,208.30.221.21,DeviceC,0,Africa,Fingerprint_173
560,TX000561,ACC000215,ACC000276,23.42,2025-02-27 15:22:59.346487,Smart Contract Interaction,1,1,BLOCK000561,577555,PoolC,2025-01-07 19:16:59.359776,Low,76,2759.26,30,4503.76,67,28,6.886374606045546,7,0,1.122.157.222,DeviceA,0,Asia,Fingerprint_214
561,TX000562,ACC000186,ACC000306,65.55,2025-02-27 15:38:59.346487,Smart Contract Interaction,1,1,BLOCK000562,596349,PoolA,2024-09-28 19:16:59.359776,High,102,4230.94,64,8807.88,91,48,8.490669012101444,1,1,138.147.116.160,DeviceD,1,Oceania,Fingerprint_185
562,TX000563,ACC000253,ACC000044,70.37,2025-02-27 02:16:59.346487,Smart Contract Interaction,1,1,BLOCK000563,134191,PoolC,2024-06-05 19:16:59.359776,Low,64,9622.43,25,8733.94,12,19,14.565591297102564,6,0,238.181.207.128,DeviceC,1,Oceania,Fingerprint_252
563,TX000564,ACC000171,ACC000155,0.12,2025-02-27 12:29:59.346487,Smart Contract Interaction,1,0,BLOCK000564,882758,PoolC,2024-09-04 19:16:59.359776,Low,153,5139.27,28,578.05,59,5,6.331464409112767,10,0,74.65.74.34,DeviceD,1,EU,Fingerprint_170
564,TX000565,ACC000425,ACC000500,47.69,2025-02-26 22:28:59.346487,Smart Contract Interaction,0,1,BLOCK000565,264458,PoolC,2024-05-22 19:16:59.359776,Medium,236,5943.4,94,8396.9,68,30,15.203765753970714,8,0,137.189.130.50,DeviceC,0,Africa,Fingerprint_424
565,TX000566,ACC000412,ACC000360,13.28,2025-02-27 12:26:59.346487,Smart Contract Interaction,0,1,BLOCK000566,686181,PoolB,2025-01-08 19:16:59.359776,Medium,194,8778.05,33,4526.14,55,31,21.63861749645495,2,0,199.180.96.124,DeviceC,0,EU,Fingerprint_411
566,TX000567,ACC000053,ACC000263,22.63,2025-02-27 10:17:59.346487,Smart Contract Interaction,1,1,BLOCK000567,487272,PoolB,2024-10-10 19:16:59.358697,High,144,5674.69,51,3199.75,78,47,21.700092188413684,2,1,140.233.141.101,DeviceA,1,US,Fingerprint_52
567,TX000568,ACC000481,ACC000385,68.0,2025-02-27 01:24:59.346487,Smart Contract Interaction,0,0,BLOCK000568,224535,PoolB,2024-06-19 19:16:59.359776,Medium,266,2751.81,59,3775.41,13,29,16.161828390436966,4,1,50.224.190.29,DeviceB,1,US,Fingerprint_480
568,TX000569,ACC000318,ACC000412,0.94,2025-02-27 12:22:59.346487,Regular Transfer,1,1,BLOCK000569,730823,PoolA,2024-11-29 19:16:59.359776,Low,238,3311.96,15,640.87,22,19,5.178497909756874,9,1,158.167.107.123,DeviceD,1,Africa,Fingerprint_317
569,TX000570,ACC000415,ACC000037,69.56,2025-02-27 07:02:59.346487,Regular Transfer,0,0,BLOCK000570,993719,PoolD,2024-08-17 19:16:59.359776,Low,27,1259.36,27,3175.04,74,24,5.079242870102247,5,0,237.81.31.30,DeviceC,0,Asia,Fingerprint_414
570,TX000571,ACC000354,ACC000487,81.71,2025-02-27 05:16:59.346487,Regular Transfer,1,0,BLOCK000571,528468,PoolA,2024-10-25 19:16:59.359776,Low,330,7852.63,26,235.04,18,7,22.354706550332818,9,1,131.212.82.218,DeviceD,0,Oceania,Fingerprint_353
571,TX000572,ACC000218,ACC000322,98.82,2025-02-27 09:11:59.346487,Regular Transfer,1,1,BLOCK000572,215695,PoolA,2024-11-03 19:16:59.359776,Medium,59,1091.85,72,9188.15,52,45,10.832461969488554,2,1,226.76.196.194,DeviceD,1,Oceania,Fingerprint_217
572,TX000573,ACC000367,ACC000225,42.24,2025-02-27 13:47:59.346487,Regular Transfer,1,1,BLOCK000573,226737,PoolC,2024-10-24 19:16:59.359776,Low,224,2487.29,4,8148.66,81,32,1.5847494170882293,7,1,85.97.247.34,DeviceA,1,Asia,Fingerprint_366
573,TX000574,ACC000483,ACC000341,13.23,2025-02-27 17:55:59.346487,Smart Contract Interaction,0,0,BLOCK000574,487538,PoolA,2024-05-26 19:16:59.359776,High,79,7998.55,56,4773.89,17,47,17.49716555541967,6,1,194.58.148.149,DeviceD,0,Africa,Fingerprint_482
574,TX000575,ACC000136,ACC000173,7.09,2025-02-27 00:33:59.346487,Regular Transfer,0,1,BLOCK000575,699538,PoolA,2024-12-09 19:16:59.359776,Low,59,5834.53,93,6999.59,26,29,14.545563463364651,3,1,242.196.50.216,DeviceA,0,Asia,Fingerprint_135
575,TX000576,ACC000405,ACC000439,38.31,2025-02-27 02:19:59.346487,Regular Transfer,1,1,BLOCK000576,403657,PoolA,2024-09-07 19:16:59.359776,Medium,123,1405.86,69,9519.43,39,2,17.12792048560369,9,0,23.36.202.68,DeviceA,0,Oceania,Fingerprint_404
576,TX000577,ACC000270,ACC000391,73.08,2025-02-27 12:10:59.346487,Regular Transfer,1,0,BLOCK000577,142238,PoolC,2025-01-24 19:16:59.359776,Medium,192,2906.59,89,484.25,28,21,18.7721687201733,2,1,84.5.51.74,DeviceB,0,Africa,Fingerprint_269
577,TX000578,ACC000242,ACC000320,10.25,2025-02-26 19:46:59.346487,Smart Contract Interaction,0,0,BLOCK000578,648171,PoolD,2024-09-15 19:16:59.359776,Medium,108,1850.79,44,1094.34,96,41,8.881914394714407,3,1,34.51.137.91,DeviceB,0,US,Fingerprint_241
578,TX000579,ACC000218,ACC000091,31.34,2025-02-27 02:51:59.346487,Regular Transfer,1,0,BLOCK000579,260751,PoolD,2024-11-03 19:16:59.359776,Medium,59,1091.85,72,9188.15,52,45,10.832461969488554,2,1,226.76.196.194,DeviceD,1,Oceania,Fingerprint_217
579,TX000580,ACC000366,ACC000484,88.1,2025-02-27 07:58:59.346487,Regular Transfer,0,1,BLOCK000580,223461,PoolA,2024-10-28 19:16:59.359776,High,82,9329.35,18,7524.16,14,26,22.804315005448615,5,1,221.53.206.108,DeviceA,1,US,Fingerprint_365
580,TX000581,ACC000135,ACC000217,13.72,2025-02-27 11:15:59.346487,Regular Transfer,0,1,BLOCK000581,489511,PoolA,2024-03-23 19:16:59.359776,Medium,244,9248.58,93,1361.78,2,2,15.780429106059456,5,0,163.179.15.130,DeviceC,0,EU,Fingerprint_134
581,TX000582,ACC000426,ACC000456,77.35,2025-02-27 19:10:59.346487,Smart Contract Interaction,1,0,BLOCK000582,419736,PoolC,2024-07-26 19:16:59.359776,High,306,8219.4,96,5281.72,26,24,19.934766207800074,5,1,139.158.206.10,DeviceB,0,EU,Fingerprint_425
